tracker_uuid,exchange_uuid,start_time,original_utterance,asr_truth,duration,responses
CN-30116c65-04c4-4e97-99b2-cec323b6c284,70793968-bcea-4a58-aad2-2016088ec437,2021-06-11 01:07:47.535539+00:00,large coke pepsi,,2.4,"[('utter_variation_add', 'OK, I just added Large Pepsi.'), ('utter_ask_with_variation', 'What Sizes for your 2nd Pepsi, Large or Medium?')]"
CN-30116c65-04c4-4e97-99b2-cec323b6c284,70793968-bcea-4a58-aad2-2016088ec437,2021-06-11 01:07:47.535539+00:00,large coke pepsi,,2.4,"[('utter_variation_add', 'OK, I just added Large Pepsi.'), ('utter_ask_with_variation', 'What Sizes for your 2nd Pepsi, Large or Medium?')]"
CN-65ac0be1-b2e5-471c-9803-e2f6cbd537ce,13c49995-2497-44a5-8a32-92de140af43c,2021-06-23 21:07:20.242204+00:00,green chili on the side with a large pepsi and regular price,green chili on the side with a large pepsi and regular fries ,4.5,"""""""""""""""[('utter_option_not_available_with_available_options', """"""""Sorry, in Pepsi we don't have green chili and regular, we only have Large or Medium""""""""), ('utter_variation_add', 'Sure, I added Large Pepsi.'), ('utter_disambiguate_without_options', 'What Side would you like?')]"""""""""""""""
CN-caaa25e2-d8de-40d3-9285-33f1d9a8bf91,67d9a277-b8b1-41b4-ba4d-4ee5292a6f23,2021-06-08 17:41:51.710123+00:00,double meat,double meat cheese bacon and green chile,0.8,"[('utter_variation_add', 'OK, I added Double Meat Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Double Meat Lottaburrger?')]"
CN-9b07cbd1-52b1-4430-a336-51a071b8743b,5f9d0fa3-7894-4201-83ac-c19c28c98bf8,2021-06-08 13:50:06.331276+00:00,i want it, i wanted the potato meat ,1.1,"""""""""""""""[('utter_default', """"""""I'm sorry I didn't hear everything you said?"""""""")]"""""""""""""""
CN-687b4a86-8b55-4a49-8880-a1e53643739f,b7f9b432-7dc6-434c-a96c-7bb04590cae5,2021-06-15 18:01:18.506213+00:00,medium fries,,1.1,"[('utter_variation_add', 'OK, I added Medium Fries.'), ('utter_variation_add', 'Sure, I added Itsaburrger Meal with Regular Itsaburrger Chopped Green Chile and with Cheese, Medium Fries and Medium Pepsi.'), ('utter_anything_else', 'What else do you want to add?')]"
CN-11ebdd40-b690-4e23-9165-30df820ba3c4,5eb95410-a8c3-4675-84ad-9b05fff1f67f,2021-06-02 16:02:46.368052+00:00,seasoned fries,,1.4,"[('utter_disambiguate', 'In Sides, which one would you like? Large Season Fries or Medium Season Fries')]"
CN-82da8d3e-444a-44c9-ae38-559bccd8184d,10cf6403-0e28-462e-8649-c42509feec9a,2021-06-11 21:21:28.855292+00:00,can i have two a lot of combo,can i have two lota combos,2,"[('utter_default', 'Apologies, but could you please repeat that?'), ('utter_ask_with_variation', 'What Patty for your Lottaburrger, Double Meat or Regular?')]"
CN-840ebca8-a2a3-45b8-a7b4-caec48d8141e,a11906b3-7b07-423a-92b7-c0685fa6808c,2021-06-14 22:39:57.594353+00:00,no sausage,no sauce ,4,"[('utter_deleted_dish_item', 'OK, I removed sausage from your #1 Bacon Burrito.'), ('utter_ask_limited', 'What Sauce do you want for the #1 Bacon Burrito?')]"
CN-015114cf-94ff-4a3a-8d97-6ffaa4597738,09b6fb39-cc8f-45e8-b933-062f52bfabd8,2021-06-04 19:45:51.367749+00:00,two number to burrito tv have no chili,why is this two number 2 burritos easy hash no chili,5.6,"[('utter_ask_limited', 'What Sauce do you want for the 1st #2 Sausage Burrito ?')]"
CN-e46e5964-7a56-4b74-8d86-afa654a8cf5f,2e35ab80-56b3-4c69-b0a8-3d25aaf229bb,2021-06-01 16:12:24.582496+00:00,no it was a member what they breed start,no it is a number 1 with green sauce,2.9,"[('utter_summary_price', 'Your total price comes up to $4.57 including tax.'), ('utter_ask_go_ahead', 'Okay, Should we finish your order?')]"
CN-0beec206-b891-4f5e-8169-fc1d27c1e422,2e2be88f-462e-457d-9ab7-15bf18f0f5e7,2021-06-03 14:40:58.261989+00:00,number two,number two christmas extra cheese,0.8,"[('utter_default', 'Could you say that again, please?'), ('utter_ask_with_variation', 'For your 1st #2 Sausage Burrito  what Sauce, Christmas Sauce, Green Sauce, No Chile or Red Sauce')]"
CN-25407a83-ea4a-4a50-bd9b-ed59c419b3db,ef57be9b-7886-4798-b5f3-7e617b4f9d84,2021-06-17 19:38:36.807786+00:00,breakfast burrito,,1.1,"[('utter_disambiguate_with_more', 'In Breakfast, which one would you like? #1 Bacon Burrito, #2 Sausage Burrito , #3 Classic Burrito With Beans #4 Classic Burrito or say more to hear more options.')]"
CN-b55a5da7-1648-4fb7-9860-e793a2ee708f,d5cb113b-59ce-4c26-8aea-155ec70697be,2021-06-13 23:03:17.177052+00:00,make the ac burger with chopped green chili,make that itsa burger with chopped green chili,3.4,"[('utter_ask_edit_confirmation', 'Are you trying to make changes to your Double Meat Lottaburrger?')]"
CN-169d7da9-8afb-489e-8262-b303cd58f92d,0e659c75-f8d7-4dd2-9bdf-14194d3ad265,2021-06-02 18:20:54.658160+00:00,0,,2.5,"[('utter_summary', 'I have #1 Bacon Burrito with Green Sauce, #2 Sausage Burrito  with Green Sauce and Orange Juice'), ('utter_anything_else', 'What else do you want to add?')]"
CN-821fa058-7ce0-4617-890d-2a9b62e70138,03929a9e-9201-4707-b531-272590ae874f,2021-06-04 18:06:41.547433+00:00,regular,,0.9,"""""""""""""""[('utter_variation_add', """"""""I've added Regular Lottaburrger!""""""""), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"""""""""""""""
CN-31ce8e70-70d5-4d9d-81b6-a8c765c95e8e,7a1c901a-0a8d-48e6-a77f-ce14a01b34f1,2021-06-08 19:39:48.640471+00:00,can you add relish to that hot dogs,,2.6,"[('utter_ask_edit_confirmation', 'Are you trying to make changes to your Jumbo Hotdog?')]"
CN-b9f53478-58fc-4dfd-8f2c-628ba8ff9905,3c23d708-860e-49a0-9da7-ac701a7f93c4,2021-06-23 18:40:38.801689+00:00,seasoned fries medium,,2.2,"[('utter_variation_add', 'OK, I added Medium Season Fries.'), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-53d7babd-c55e-4479-9ac2-00ff5b46f1e7,dd4f704a-b0be-48da-8582-499abf25bdfd,2021-06-11 01:14:33.439863+00:00,large,,0.5,"""""""""""""""[('utter_variation_add', 'OK, I just added Large Sweet Tea.'), ('utter_variation_add', """"""""I've added Lottaburrger Meal with Double Meat Lottaburrger with Cheese and Chopped Green Chile, Large Season Fries and Large Sweet Tea!""""""""), ('utter_anything_else_with_recommendation', 'What else can I get for you today, pepsi goes well with your order')]"""""""""""""""
CN-53d7babd-c55e-4479-9ac2-00ff5b46f1e7,dd4f704a-b0be-48da-8582-499abf25bdfd,2021-06-11 01:14:33.439863+00:00,large,,0.5,"""""""[('utter_variation_add', 'OK, I just added Large Sweet Tea.'), ('utter_variation_add', """"""""I've added Lottaburrger Meal with Double Meat Lottaburrger with Cheese and Chopped Green Chile, Large Season Fries and Large Sweet Tea!""""""""), ('utter_anything_else_with_recommendation', 'What else can I get for you today, pepsi goes well with your order')]"""""""
CN-09e5488b-764b-41f3-8d72-233ca92cd491,66841e50-4682-4cab-a6e0-ef7a79508308,2021-06-05 17:42:47.250717+00:00,large,,0.6,"""""""""""""""[('utter_variation_add', 'OK, I added Large Diet Dr. Pepper.'), ('utter_variation_add', """"""""I've added Itsaburrger Meal with Double Meat Itsaburrger with Cheese and Chopped Green Chile, Large Fries and Large Diet Dr. Pepper!""""""""), ('utter_anything_else_with_recommendation', 'What else can I get for you today, pepsi goes well with your order')]"""""""""""""""
CN-deff5266-39f3-4cce-a7f7-620970f00254,ea4ef531-5691-45c0-a06b-51c402cdbf58,2021-06-21 00:00:47.925214+00:00,regular,,0.7,"[('utter_variation_add', 'OK, I just added Regular Itsaburrger with Cheese.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile or bacon with your Itsaburrger?')]"
CN-efea632e-0caf-4f52-8c3a-02e97f07113f,453ea969-6575-4552-98ce-84698687c047,2021-06-12 01:22:38.962133+00:00,pepsi,,0.8,"[('utter_ask_with_variation', 'What Sizes for your Pepsi, Large or Medium?')]"
CN-1248ce4d-46ff-45ac-a2af-b867f257fad3,fb3f7ced-7fb8-4440-81dc-da260b0819ba,2021-06-15 17:56:10.199567+00:00,regular with cheese and no onions,,1.9,"""""""""""""""[('utter_edited_dish_item', 'OK, I just updated your Lottaburrger with regular, cheese and without onion.'), ('utter_variation_add', """"""""I've added Regular Lottaburrger with Cheese and without Onion!""""""""), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile or bacon with your Lottaburrger?')]"""""""""""""""
CN-9ad23c60-8d47-4195-9b79-35c6ce18390a,e50de3f9-b3d5-4821-badf-4daf513151e0,2021-06-11 22:36:15.760533+00:00,irregular,regular,2.5,"[('utter_variation_add', 'OK, I added Regular Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-64e913c5-d55a-4368-8ee6-d4c668c9490a,65aff251-5ac2-4c3a-841c-75132c1984cb,2021-06-01 16:02:05.535065+00:00,its going to be a number two with bacon,,2.2,"""""""""""""""[('utter_default', """"""""Let's try that one more time, please?""""""""), ('utter_ask_with_variation', 'For your #2 Sausage Burrito  what Sauce, Christmas Sauce, Green Sauce, No Chile or Red Sauce')]"""""""""""""""
CN-8f272d54-5cd7-4a74-bd34-bf53ae47b2e4,22df8b28-460d-481d-9f9a-269649859a7a,2021-06-01 16:03:26.455552+00:00,what,what only one buritto,0.5,"""""""""""""""[('utter_option_not_available_with_available_options', """"""""Sorry, in #2 Sausage Burrito  we don't have without egg, we only have Cut In Half, Hash Brown, Refried Beans or Shredded Cheese and more""""""""), ('utter_edited_dish_item', 'I just modified your #2 Sausage Burrito  with red.'), ('utter_variation_add', """"""""I've added #2 Sausage Burrito  with Red Sauce and without Egg!""""""""), ('utter_ask_limited', 'What Sauce do you want for the #2 Sausage Burrito ?')]"""""""""""""""
CN-ad539e16-dc01-46ff-a0de-1a057e623957,053c1525-5388-45cc-bf96-c0b25e57c4dc,2021-06-16 16:25:14.877151+00:00,medium fries,,3.4,"""""""""""""""[('utter_variation_add', """"""""I've added Medium Fries!""""""""), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"""""""""""""""
CN-3a9adbb2-92db-4763-a21c-14b59cc15e13,7f98bde3-019c-4921-8097-d1a57e68b79f,2021-06-03 18:05:00.326001+00:00,if the burger,i would pick itsaburgers,18.074,"[('utter_disambiguate', 'In Burgers, which one would you like? Itsaburrger or Lottaburrger')]"
CN-cc28e1a9-a71c-47b3-b492-44fa52b0bd9a,98ce85a9-5498-49e3-892c-06545f7492a8,2021-06-04 00:39:57.331650+00:00,regular,,0.9,"[('utter_variation_add', 'OK, I just added Regular Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-1814e9d8-7460-4855-9ca6-af9ea2157539,db1a6a94-f325-4c7e-bf5e-1eff191190af,2021-06-23 18:15:11.699352+00:00,a kids meal,,1.1,"[('utter_disambiguate_combo', 'In kid meal, which one would you like? Kiddy Chicken Tender Meal or Kids Grilled Cheese Sandwich Meal')]"
CN-dc7bece9-9fa1-459c-885a-a67711a0a934,812c5d8f-2283-4cff-ba21-86827227b2e0,2021-06-18 22:34:57.045179+00:00,regular,,0.8,"""""""""""""""[('utter_variation_add', """"""""I've added Regular Lottaburrger!""""""""), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"""""""""""""""
CN-9a63f9c0-82b5-4102-8494-bfe414ae50c2,f93fdf01-c666-4cc8-9136-bf79122ff481,2021-06-06 19:19:15.719471+00:00,another its a condom,another its a combo ,1.9,"[('utter_anything_else', 'What else do you want to add?')]"
CN-de780c13-59ef-4344-be7a-312b8227bc29,c633e6a0-5c86-44e6-a0f2-42b8d17839bd,2021-06-04 21:37:40.362171+00:00,regular,,0.9,"[('utter_variation_add', 'Sure, I added Regular Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-38bb689a-a9f2-498e-851d-30399f2847b0,082477d0-65d8-443e-9dde-7e04f3cd3d75,2021-06-20 18:30:24.600262+00:00,green sauce,,2,"[('utter_variation_add', 'OK, I just added 2   #1 Bacon Burrito with Green Sauce.'), ('utter_anything_else', 'What else do you want to add?')]"
CN-fa90a65c-7688-45ef-af76-fdefcbbbf286,575b28de-62e7-4f50-85db-0e9d32fd5b58,2021-06-16 00:10:40.401880+00:00,cheese and bacon,,1.6,"[('utter_edited_dish_item', 'OK, I just updated your Lottaburrger with cheese and bacon.'), ('utter_disambiguate_without_options', 'What Side do you want?')]"
CN-b592946f-3c0f-4e8c-a77e-a6e5b8f2f3a6,51c554ce-a866-4778-bb40-063f204d763e,2021-06-22 17:49:25.658063+00:00,3 piece chicken tender meal,,2,"""""""""""""""[('utter_combo_dishes', 'The Chicken Tender Meal 3 Pieces has 3Pc Chicken Tender, Side and Drink'), ('utter_variation_add', """"""""I've added 3 Piece Chicken Tender!""""""""), ('utter_disambiguate_without_options', 'What Side would you like?')]"""""""""""""""
CN-b270859f-f93c-4f70-83a3-4ff154cb3ee1,47cb5d23-a923-440f-9e0f-0dbb1c9759d3,2021-06-23 22:42:48.627181+00:00,fries,,0.4,"[('utter_disambiguate_with_more', 'In Sides, which one would you like? Chili Cheese Fries, Chili Fries, Large Fries Large Season Fries or say more to hear more options.')]"
CN-6bd6701e-46e6-452f-b18e-e6f6b80665e3,34494184-4855-4c74-ad42-aac0b7cd7c29,2021-06-03 01:07:17.023710+00:00,large,,0.6,"""""""""""""""[('utter_variation_add', """"""""I've added Large Dr. Pepper!""""""""), ('utter_variation_add', """"""""I've added Lottaburrger Meal with Double Meat Lottaburrger with Bacon, Cheese and Chopped Green Chile and Large Dr. Pepper!""""""""), ('utter_anything_else_with_recommendation', 'What else can I add for you today, pepsi goes well with your order')]"""""""""""""""
CN-783647d7-23b2-42fa-b7ca-4b846874e000,f26a3ced-ec36-405b-96c5-108cb34523f3,2021-06-02 16:09:48.317218+00:00,extra cheese,,1,"[('utter_edited_dish_item', 'I just modified your #2 Sausage Burrito  with extra cheese.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-89507a82-b12a-4b3e-bb47-a38681fbdb90,63b7f403-740c-41f8-92c5-6875d1ff0a2a,2021-06-02 20:01:56.291958+00:00,i said an order of large hamburger meals,i said an order of lota burger meal,2.5,"""""""""""""""[('utter_option_not_available', """"""""Sorry, in Lottaburrger we don't have large""""""""), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"""""""""""""""
CN-16dcaf8f-a1a4-4c07-984e-1e3ac05b8518,316c8ac0-0373-42d9-bc3b-ac2b8b961e7a,2021-06-22 01:48:45.127461+00:00,its a burger meal,,1.5,"[('utter_combo_dishes', 'The Itsaburrger Meal has Itsaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your itsaburrger, regular or double meat?')]"
CN-94772457-f10c-439b-b64e-6e1a70c26056,85f95c06-cbf8-4471-b428-377b48dd06ad,2021-06-16 13:39:36.255339+00:00,a sausage burrito,,1.2,"[('utter_ask_limited', 'What Sauce for the #2 Sausage Burrito ?')]"
CN-97115263-52a2-408d-933f-f5f61dabfc28,d593f58c-3c38-4f60-8048-86f1d02c99c5,2021-06-19 21:58:49.178305+00:00,lotaburger a lot of combo, lotaburger a lota combo ,2.2,"[('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-14ae42da-abe3-4725-9c04-d5c68f66ac38,c25c3f82-8f8c-4917-90fa-cd3372c1a536,2021-06-20 17:20:02.977049+00:00,green,,0.5,"[('utter_variation_add', 'OK, I just added #1 Bacon Burrito with Green Sauce.'), ('utter_ask_limited', 'What Sauce do you want for the #1 Bacon Burrito?')]"
CN-0a8e89e2-ba61-42c3-8dba-a44c014edd31,f470d853-0dc1-4efa-b691-7a31411e1e82,2021-06-01 19:26:59.633441+00:00,chile,chili ,0.6,"[('utter_anything_else', 'What else can I get for you?')]"
CN-e7957c15-04b1-44a6-97fe-97bb136538c2,b422706b-594a-4392-84b4-8a0e84e77d53,2021-06-20 02:37:39.358351+00:00,large,,142.171,"""""""""""""""[('utter_variation_add', """"""""I've added Large Diet Pepsi!""""""""), ('utter_variation_add', 'OK, I just added Lottaburrger Meal with Regular Lottaburrger with Chopped Green Chile and without Tomato, Medium Season Fries and Large Diet Pepsi.'), ('utter_anything_else_with_recommendation', 'What else can I get for you today, pepsi goes well with your order')]"""""""""""""""
CN-608ee253-fa1f-4631-8fe4-e78ba9e49a04,f95c24e3-814c-49b3-80be-c52d1bca7d5d,2021-06-02 22:17:12.389016+00:00,regular fries,,3.9,"[('utter_variation_add', 'OK, I added Medium Fries.'), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-240f7992-27ca-4bbb-8cf8-7460a6ea8c9d,3481159b-3171-4e46-99aa-9ccb6134e021,2021-06-19 16:11:19.373012+00:00,a number one with no chilis,,3.7,"""""""""""""""[('utter_variation_add', """"""""I've added #1 Bacon Burrito with No Chile!""""""""), ('utter_anything_else', 'What else would you like to add today?')]"""""""""""""""
CN-8e02a8f1-102a-424b-a067-0662bc0e2953,b2ccab2b-db64-46ec-83f8-e981e7f1e211,2021-06-21 18:42:47.506692+00:00,medium season fries,,1.7,"[('utter_variation_add', 'OK, I just added Medium Season Fries.'), ('utter_anything_else', 'What else do you want to add?')]"
CN-6db9c86a-f4c2-41f4-865f-1f8dde2973a1,744501a4-a7a9-492e-a007-8e1b6d6a0a33,2021-06-20 01:28:07.398895+00:00,large seasoned fries,,2.1,"[('utter_variation_add', 'OK, I just added Large Season Fries.'), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-abc83ca8-5466-4a35-ae74-9052b8955361,1164a3b0-4f64-4b22-86d3-f32ec7e049c1,2021-06-09 18:30:32.613424+00:00,cheese and bacon,,1.4,"[('utter_edited_dish_item', 'I just modified your Lottaburrger with cheese and bacon.'), ('utter_anything_else_with_recommendation', 'What else can I get for you today, pepsi goes well with your order')]"
CN-5147083c-7164-4c2e-81ba-90a41c4b6d41,3da3c96c-27fa-481b-9edc-a12c3605a704,2021-06-12 00:43:55.035981+00:00,lotaburger double,,1.4,"[('utter_variation_add', 'OK, I just added Double Meat Lottaburrger with Cheese.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile or bacon with your Double Meat Lottaburrger?')]"
CN-291e8e07-dfe7-411e-a12d-08939cc63342,5866c894-55d7-47aa-819f-a8ce4f01c6c0,2021-06-17 18:01:36.264039+00:00,eating fries,medium fries,0.8,"[('utter_system_handover', 'Hang on, please, while I get you to our team member.')]"
CN-144d199f-5b52-494c-ae11-aebddb34b9ea,c0ad787b-954e-4eda-b7d6-7d3e5cbcd6a7,2021-06-03 17:47:26.573886+00:00,regular well well done green chili and cheese,,5.1,"[('utter_variation_add', 'OK, I added Regular Itsaburrger with Cheese, Chopped Green Chile and Well Done Crispy.'), ('utter_ask_recommendation_option', 'Would you like to have bacon with your Itsaburrger?')]"
CN-740605b8-e906-48c3-bd75-bf20d56131f8,c3273acc-be57-49b7-af82-d2263bee2657,2021-06-22 01:02:06.893519+00:00,medium,,0.8,"""""""""""""""[('utter_variation_add', 'Sure, I added Medium Diet Dr. Pepper.'), ('utter_variation_add', """"""""I've added Itsaburrger Meal with Regular Itsaburrger, Medium Fries and Medium Diet Dr. Pepper!""""""""), ('utter_anything_else', 'What else would you like to add today?')]"""""""""""""""
CN-52454775-9b12-4025-8b06-98ebc896f438,24472928-54fc-4720-9cc7-30c729d0ce2e,2021-06-18 19:49:57.677564+00:00,large,,0.5,"[('utter_variation_add', 'OK, I just added Large Season Fries.'), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-2a1ef5ee-7fa5-427a-98ba-8cebd9bccf0a,86120098-ab18-488c-92ab-bec996616598,2021-06-04 15:16:59.363929+00:00,number one breakfast burrito,,3.4,"[('utter_ask_limited', 'What Sauce for the #1 Bacon Burrito?')]"
CN-e52c0488-ea09-4d55-bc11-8ba4db77bb29,4767632e-a15e-4d1f-bd26-d9a7cfea43b8,2021-06-13 00:30:46.802003+00:00,lotto combo,lota combo,0.8,"[('utter_combo_dishes', 'The Lottaburrger Meal has Lottaburrger, Side and Drink'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-fb8ca0d1-374a-4450-8032-d2b00c51b5b8,7696e55f-601e-4479-935a-d1dbc3d859c6,2021-06-09 18:12:58.333887+00:00,large,,0.7,"""""""""""""""[('utter_variation_add', 'OK, I added Large Iced Tea.'), ('utter_variation_add', """"""""I've added Lottaburrger Meal with Regular Lottaburrger with only Chopped Green Chile, 2   Large Fries and Large Iced Tea!""""""""), ('utter_anything_else_with_recommendation', 'What else can I add for you today, pepsi goes well with your order')]"""""""""""""""
CN-a2ba67aa-96dc-4100-831b-6c94a482249d,07d47d0e-2430-46b9-b9bd-46b1f6425f7f,2021-06-12 13:49:31.784441+00:00,i would like two of them with green chili,,2.5,"""""""""""""""[('utter_variation_add', """"""""I've added #1 Bacon Burrito with Green Sauce!""""""""), ('utter_anything_else_with_recommendation', 'What else can I add for you today, coffee goes well with your order')]"""""""""""""""
CN-10b2dddb-337f-4863-8d5e-f88c631bfab7,601750b7-f41b-422f-861f-9acb7ed66d10,2021-06-10 18:57:11.073620+00:00,sierra mist,,2.4,"[('utter_combo_dishes', 'The Itsaburrger Meal has Drink, Itsaburrger and Side'), ('utter_variation_add', 'OK, I added Medium Fries.'), ('utter_ask_with_variation', 'What Sizes for your Sierra Mist, Large or Medium?')]"
CN-05e8ea9a-dd8f-4b01-9b17-76ef28077f87,4ea437ba-6276-4579-9f82-986773871054,2021-06-09 19:51:41.514341+00:00,regular,,0.8,"[('utter_variation_add', 'OK, I just added Regular Lottaburrger with Onion, Tomato, only Lettuce  and without Ketchup, Mayo and Mustard.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-fccd0c34-a559-4bfd-b1e2-3d50915c562b,f73e5757-7d33-4d68-9840-69761f510064,2021-06-05 12:03:21.002331+00:00,breakfast burrito,,1.2,"[('utter_disambiguate_with_more', 'For the Breakfast which would you like? #1 Bacon Burrito, #2 Sausage Burrito , #3 Classic Burrito With Beans #4 Classic Burrito or say more to hear more options.')]"
CN-8e367ff9-fddd-4ddd-9647-16d483c33989,9b6674a2-36fb-47e7-b6bb-6ef8dc04faa7,2021-06-23 20:28:40.900671+00:00,i just want one double meat is the burger, i just want one double meat itsa burger,4.2,"""""""""""""""[('utter_default', """"""""Let's try that one more time, please?""""""""), ('utter_ask_with_variation', 'For your 2nd Itsaburrger what Patty do you want Double Meat or Regular')]"""""""""""""""
CN-170df1e3-fea1-4d5c-b608-b2ba53efab58,988fcb65-84c9-4d22-8a3f-2f5f1e16b92b,2021-06-10 21:38:44.808098+00:00,blakes chicken sandwich,,1.9,"""""""""""""""[('utter_variation_add', """"""""Sure, I added Blake's Chicken Sandwich with Chopped Green Chile.""""""""), ('utter_ask_combo_with_name', """"""""Do you want to convert it into a Blake's Chicken Sandwich Meal"""""""")]"""""""""""""""
CN-170df1e3-fea1-4d5c-b608-b2ba53efab58,988fcb65-84c9-4d22-8a3f-2f5f1e16b92b,2021-06-10 21:38:44.808098+00:00,blakes chicken sandwich,,1.9,"""""""[('utter_variation_add', """"""""Sure, I added Blake's Chicken Sandwich with Chopped Green Chile.""""""""), ('utter_ask_combo_with_name', """"""""Do you want to convert it into a Blake's Chicken Sandwich Meal"""""""")]"""""""
CN-2490bff9-82f6-4c6e-8095-f80688f065c0,31d304c0-3f8a-457c-bd0c-65cdfeb291ec,2021-06-06 23:23:58.754415+00:00,no no cheese no no cheese no chili no bacon,,5.3,"[('utter_edited_dish_item', 'I just modified your Lottaburrger with bacon.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-a634cafc-3a1e-42eb-9656-14400e975c59,c9447728-3b15-43e4-a125-f223d9544a4e,2021-06-05 02:22:44.986211+00:00,regular,,1.4,"[('utter_variation_add', 'OK, I added Regular Lottaburrger without Tomato.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-9a387f23-a9b4-4e56-9717-fca1c267a8ff,27bc4f17-7c69-41b6-8617-640d134e640a,2021-06-01 19:16:05.353138+00:00,onion rings,,1,"[('utter_variation_add', 'OK, I just added Onion Rings with Onion.'), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-2429f735-67ae-46d7-842d-f6f0e00012b5,ba0770dc-d7d2-4ed9-987b-ed17abe7be7d,2021-06-09 19:03:35.847184+00:00,large season fry,,1.3,"[('utter_variation_add', 'Sure, I added Large Season Fries.'), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-40cecdc5-6714-48c1-94e5-b0b9d55bb435,14f1b1d7-7106-4470-a8e4-39412e58a9a1,2021-06-21 19:13:35.867669+00:00,with cheese for that burger,,2.9,"[('utter_disambiguate', 'In Burgers, which one would you like? Itsaburrger or Lottaburrger')]"
CN-1cdafdad-8b89-4f4c-89e6-b2ad8fc359b6,c1cd7b28-d996-4fa2-b0d2-02e9ad05d5b3,2021-06-03 17:19:08.188350+00:00,1,1 large pepsi,2,"[('utter_system_handover', 'Please hang tight while I get you to our team member.')]"
CN-170df1e3-fea1-4d5c-b608-b2ba53efab58,2e8cf0a1-6d29-43b3-ba48-2d3d3fd21f20,2021-06-10 21:35:53.956292+00:00,the devil lotaburger,the double lota burger,2.4,"[('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-170df1e3-fea1-4d5c-b608-b2ba53efab58,2e8cf0a1-6d29-43b3-ba48-2d3d3fd21f20,2021-06-10 21:35:53.956292+00:00,the devil lotaburger,the double lota burger,2.4,"[('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-163900c1-18fc-498a-b5d6-15ce5dd19461,ddcdc889-4425-462d-865f-e5fe007fec0c,2021-06-05 00:33:24.480360+00:00,cheese in french fries,seasoned french fries now they gonna give me a extra french fries ,1.5,"[('utter_disambiguate', 'In Sides, which one would you like? Large Fries, Large Season Fries, Medium Fries or Medium Season Fries')]"
CN-5a507f73-c736-4166-89b0-dd6123350fed,b428e726-af7b-4736-8099-a481e0e6daf9,2021-06-05 22:24:30.047156+00:00,double meat,,0.8,"[('utter_variation_add', 'OK, I just added Double Meat Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have cheese or bacon with your Double Meat Lottaburrger?')]"
